id,solver,result,len_proof,time,benchmark_id,polymul
7854f73e-724e-40c7-b232-22d034186e6b,vampireZ3,solved,101,0.137,cohencu_denorm_inv2_1xlen4.smt2,0
171f86da-f35e-4096-bea3-6eafb9e3dded,vampireZ3,solved,66,0.095,cohencu_denorm_inv2_2xlen1.smt2,0
82bec384-ac74-4510-99ff-26bde3c575cb,vampireZ3,solved,33,2.656,cohencu_denorm_inv2_2xlen2.smt2,0
3dca870b-0486-474a-8750-bb0d1fc9d1c3,vampireZ3,solved,33,0.039,cohencu_denorm_inv2_2xlen3.smt2,0
f2dfe600-d31f-497f-a1a5-2406fb4cfd65,vampireZ3,solved,80,0.127,cohencu_denorm_inv2_3xlen1.smt2,0
91ceb9ad-a379-4f11-889c-ba8470ff9174,vampireZ3,solved,33,0.04,cohencu_denorm_inv2_3xlen2.smt2,0
8629acae-cc5c-4a64-b42e-7c7acb1e11ce,vampireZ3,solved,73,0.197,cohencu_denorm_inv2_4xlen1.smt2,0
04423c23-31df-43e7-b832-ebd61afc2f91,vampireZ3,solved,67,0.059,cohencu_denorm_inv3_1xlen1.smt2,0
bb6542b1-e913-45fc-bada-f7634ef10356,vampireZ3,solved,103,0.074,cohencu_denorm_inv3_1xlen2.smt2,0
06d3aef9-3b0b-4aca-8ae0-b6a833b41809,vampireZ3,solved,121,0.155,cohencu_denorm_inv3_1xlen3.smt2,0
d7d056fe-ed85-4fe9-a5cf-c437c431e9ae,vampireZ3,solved,174,0.316,cohencu_denorm_inv3_1xlen4.smt2,0
1bde955e-1bbb-4ea4-a98d-0b89d836a20f,vampireZ3,solved,110,0.112,cohencu_denorm_inv3_2xlen1.smt2,0
9f7d304f-eb3b-4bf1-8ca8-cd284ba1b2fe,vampireZ3,solved,112,0.087,cohencu_denorm_inv3_2xlen2.smt2,0
2fd5da22-66b7-45c3-b2a0-b156ffc2499e,vampireZ3,solved,177,0.098,cohencu_denorm_inv3_2xlen3.smt2,0
5a4d5578-5387-4ad8-9d94-b9192fd3e3f4,vampireZ3,solved,132,0.06,cohencu_denorm_inv3_3xlen1.smt2,0
d8524e8a-c66e-4c77-8a96-792a70b26e99,vampireZ3,solved,180,0.103,cohencu_denorm_inv3_3xlen2.smt2,0
851152a8-2df8-4761-a01f-84053ee901e9,vampireZ3,solved,125,0.058,cohencu_denorm_inv3_4xlen1.smt2,0
119a518b-d71a-487b-8303-f49af4d4e451,vampireZ3,solved,33,2.056,cohencu_denorm_inv4_1xlen1.smt2,0
5016d4ae-cced-4305-9c08-5aa749c1f871,vampireZ3,solved,33,2.059,cohencu_denorm_inv4_1xlen2.smt2,0
1892f41b-9788-4154-b54a-2282a0496a25,vampireZ3,solved,185,0.742,cohencu_denorm_inv4_1xlen3.smt2,0
1838a548-c3ee-42d5-9773-4f48ca6a4cb0,vampireZ3,solved,33,2.175,cohencu_denorm_inv4_1xlen4.smt2,0
ac16bb68-3558-46e7-b83f-9e4efba2d472,vampireZ3,solved,33,2.139,cohencu_denorm_inv4_2xlen1.smt2,0
51d7b02a-4af8-4b39-aca4-398d670027f1,vampireZ3,solved,33,3.928,cohencu_denorm_inv4_2xlen2.smt2,0
ee183dd4-8d02-4a6d-a2bd-9ea46010ea69,vampireZ3,solved,33,2.214,cohencu_denorm_inv4_2xlen3.smt2,0
ba4cee30-b56f-4fa3-8c14-7b9d9d2830c6,vampireZ3,solved,247,0.435,cohencu_denorm_inv4_3xlen1.smt2,0
c6130d95-5231-4ee9-8b46-52ea70a416f4,vampireZ3,solved,33,2.469,cohencu_denorm_inv4_3xlen2.smt2,0
ac8f41c1-c589-4193-b60b-e66e7043fb5b,vampireZ3,solved,33,14.654,cohencu_denorm_inv4_4xlen1.smt2,0
94609ad8-6037-4fe2-9ada-1bab020c2fef,vampireZ3,solved,33,2.058,cohencu_denorm_inv5_1xlen1.smt2,0
73dc0232-dd9f-4276-9d51-533d5c13e266,vampireZ3,solved,33,2.049,cohencu_denorm_inv5_1xlen2.smt2,0
01b9f036-1775-4d02-95d3-4629f2a5dcda,vampireZ3,solved,33,2.098,cohencu_denorm_inv5_1xlen3.smt2,0
61af764f-8e98-4501-89f2-935e08e841d0,vampireZ3,solved,33,2.117,cohencu_denorm_inv5_1xlen4.smt2,0
200bf7dd-5bb5-4009-b0c1-2081f4c79691,vampireZ3,solved,33,3.392,cohencu_denorm_inv5_2xlen1.smt2,0
457e0296-9731-40df-816d-2fe122e84763,vampireZ3,solved,33,2.112,cohencu_denorm_inv5_2xlen2.smt2,0
9ed5300f-808d-4dab-859e-55ad1f6fa462,vampireZ3,solved,33,2.316,cohencu_denorm_inv5_2xlen3.smt2,0
d280f946-cfc8-4d21-a605-4d2d8b9d7ccf,vampireZ3,solved,33,2.838,cohencu_denorm_inv5_3xlen1.smt2,0
a3862f26-3778-4bca-b487-f10e8f40b1f6,vampireZ3,solved,33,5.3,cohencu_denorm_inv5_3xlen2.smt2,0
cff87330-a2d6-4052-8e66-1d9d42fa8949,vampireZ3,unsolved,-1,300,cohencu_denorm_inv5_4xlen1.smt2,-1
0c5c140c-96a5-42ab-b668-c367776fb552,vampireZ3,solved,32,2.046,cohencu_denorm_inv6_1xlen1.smt2,0
28f50e16-8036-457e-90cf-cfb2ac990aa8,vampireZ3,solved,33,2.068,cohencu_denorm_inv6_1xlen2.smt2,0
e2dc14b8-9aef-4984-b26c-59048c63269b,vampireZ3,solved,33,2.079,cohencu_denorm_inv6_1xlen3.smt2,0
8aa7ef67-9db4-4c57-8ed6-416c7e78a595,vampireZ3,solved,32,2.112,cohencu_denorm_inv6_1xlen4.smt2,0
937af1d0-08fa-4477-9381-ebf1b9eee9ff,vampireZ3,solved,33,4.031,cohencu_denorm_inv6_2xlen1.smt2,0
e89d951b-0c92-4f19-aeb5-1e41c00f061d,vampireZ3,solved,33,3.168,cohencu_denorm_inv6_2xlen2.smt2,0
ab7014fa-44f0-4b70-a63a-04df6078ac41,vampireZ3,solved,33,2.42,cohencu_denorm_inv6_2xlen3.smt2,0
0831e242-248a-4671-bc92-487c9db5e0d4,vampireZ3,unsolved,-1,300,cohencu_denorm_inv6_3xlen1.smt2,-1
925d6bbf-904c-4ef0-a7ee-8a8303498624,vampireZ3,unsolved,-1,300,cohencu_denorm_inv6_3xlen2.smt2,-1
c348b2de-478c-4fac-9bda-0168570285b8,vampireZ3,unsolved,-1,300,cohencu_denorm_inv6_4xlen1.smt2,-1
784d44f6-2bf7-4dbc-8650-7a138235bd57,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_1xlen1.smt2,-1
45998987-07bf-42f9-9e1f-edc7f8ec5019,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_1xlen2.smt2,-1
76193f56-b53e-414f-99fa-6cd547ae8d48,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_1xlen3.smt2,-1
9dfffb95-ec55-4dcb-9b7e-273346a5b452,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_1xlen4.smt2,-1
64fba023-0455-4425-bd8e-69cb92f9d090,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_2xlen1.smt2,-1
34309bcd-a846-4ff8-afec-29e3a9eddcfa,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_2xlen2.smt2,-1
bbec7524-8a36-4ec4-963c-8dd8cc751c27,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_2xlen3.smt2,-1
d8c3dc8b-8990-4bf9-b92b-1c7a84a4102f,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_3xlen1.smt2,-1
b5538d60-cc08-4341-9967-1b1f68802c16,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_3xlen2.smt2,-1
b3ebe950-aefe-4868-87ed-979285c9fcbb,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv1_4xlen1.smt2,-1
801fe678-6612-46a5-baef-da901b24f046,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_1xlen1.smt2,-1
cb84e4ff-53ed-4d35-b8d9-64fedd25de20,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_1xlen2.smt2,-1
e4a7daed-137b-4140-9e21-76421c3bbd91,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_1xlen3.smt2,-1
d2f1aae1-4d2e-46cb-9e6e-532f7d834449,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_1xlen4.smt2,-1
f63765ec-f2bb-4dec-8a62-674b0c56459f,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_2xlen1.smt2,-1
3abcfc13-4994-42fa-999c-8d54920689b7,vampireZ3polymul,solved,9,0.025,cohencu_denorm_inv2_2xlen2.smt2,1
d0e8b39b-d208-4fa8-b291-4b719998b7f9,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_2xlen3.smt2,-1
140d390a-5c68-4c29-b15d-968360951c3b,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_3xlen1.smt2,-1
39bcf22a-d4fb-4efa-97f9-03f2078f15fc,vampireZ3polymul,solved,9,0.028,cohencu_denorm_inv2_3xlen2.smt2,1
82d094d5-fd80-496b-b0a3-2751fa81daca,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv2_4xlen1.smt2,-1
74335b48-061a-485f-a14c-e80dcaf1c41d,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_1xlen1.smt2,-1
5d27df02-952f-447f-9eb6-9d1096b796bd,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_1xlen2.smt2,-1
617cab11-7536-4aab-8359-b1f8c27f0867,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_1xlen3.smt2,-1
a8e33769-27d9-499b-a650-16c0f81df56b,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_1xlen4.smt2,-1
aeed7662-0cb4-4904-a7f5-2f5e2b1c0210,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_2xlen1.smt2,-1
3d213f0c-435b-4dda-914a-c4bba98eb8a0,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_2xlen2.smt2,-1
360fc022-3063-4512-9436-2f633ac4b86b,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_2xlen3.smt2,-1
f5206f5b-c271-4613-85d2-12cb74885af5,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_3xlen1.smt2,-1
2e402c13-782b-4fb9-8077-11d81cbfb74b,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_3xlen2.smt2,-1
481ee79a-c268-4766-9f7e-163f47cb0617,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv3_4xlen1.smt2,-1
da28ec06-c0de-4d5d-9a36-e18fd4a7def4,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_1xlen1.smt2,-1
172d0af0-1516-4427-929f-64097d335b73,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_1xlen2.smt2,-1
b91f618b-7c54-47d9-8785-a179f828892b,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_1xlen3.smt2,-1
2d2fc972-7a70-4462-9fe6-a40da7981e69,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_1xlen4.smt2,-1
32681c31-1c68-4b3a-bf52-f9b8033457d5,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_2xlen1.smt2,-1
b0493d37-e7aa-4630-8fd4-2fa256a93787,vampireZ3polymul,solved,10,0.024,cohencu_denorm_inv4_2xlen2.smt2,1
f083df31-5375-418f-a5d1-c087bd108b5e,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_2xlen3.smt2,-1
e11c5465-b6e1-4bf6-8651-5f53585ddf99,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_3xlen1.smt2,-1
dba4927e-8768-4786-a66b-e167f80e19cf,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_3xlen2.smt2,-1
2b8fb168-2c36-4808-8783-6855a9f28e46,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv4_4xlen1.smt2,-1
9d066813-6fc8-49ac-9313-07abcd42dedd,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_1xlen1.smt2,-1
b875d572-e7c8-474b-9bb0-fd566d168e92,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_1xlen2.smt2,-1
f7489fab-82b7-4891-a3c8-df0e13e64195,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_1xlen3.smt2,-1
318824e1-f399-460c-b4b7-140a49dfb373,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_1xlen4.smt2,-1
4f3ba32d-c0ee-4723-b833-b9f2df9955ed,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_2xlen1.smt2,-1
f572d6e2-8fbb-4dce-8f4b-627e3fb468fc,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_2xlen2.smt2,-1
8190760c-dc0a-41ed-a07f-5c21e8e37825,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_2xlen3.smt2,-1
3ea56511-fcac-468b-8d61-4835e6cf76e3,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_3xlen1.smt2,-1
0b70950f-51a0-47b4-92b6-f8fb3072baff,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_3xlen2.smt2,-1
1ae4836f-376e-440f-b729-7a6bb5bd020f,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv5_4xlen1.smt2,-1
1f19a491-8f46-476d-bcfc-c75becbbd30a,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_1xlen1.smt2,-1
d3d600d6-1e50-4e70-bba7-cd552397c4a2,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_1xlen2.smt2,-1
2bf3bf77-ed37-4bd2-9111-70ba244cfe89,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_1xlen3.smt2,-1
f050625d-0085-4bd9-a9d5-98b268df56db,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_1xlen4.smt2,-1
b068be03-1258-493c-98e6-9fe6ad45388f,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_2xlen1.smt2,-1
1dd467e2-9c8c-4191-a854-837d6549d06e,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_2xlen2.smt2,-1
55d199b7-cbf6-4405-9985-6b7dedf813cc,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_2xlen3.smt2,-1
d7c7c4d8-30bd-48b9-b3ca-63d6c89e0ed3,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_3xlen1.smt2,-1
6fffb067-64e9-4de1-bd8d-96a57eda9215,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_3xlen2.smt2,-1
437b9ef4-ca0e-4fbb-8430-6a1a0e9a1811,vampireZ3polymul,unsolved,-1,300,cohencu_denorm_inv6_4xlen1.smt2,-1
c10a0a79-a2e2-4777-8290-08d6e695f3a7,vampireZ3polymulOpt,solved,18,0.127,cohencu_denorm_inv1_1xlen1.smt2,0
39cf46b5-65b8-4cd9-9f8c-6aa4e942289f,vampireZ3polymulOpt,solved,33,0.078,cohencu_denorm_inv1_1xlen2.smt2,0
df05cf1f-85be-4a13-a83a-6228d05fb65e,vampireZ3polymulOpt,solved,61,0.391,cohencu_denorm_inv1_1xlen3.smt2,0
cdeec0c0-e941-4684-a593-689b22e3dac4,vampireZ3polymulOpt,solved,67,0.409,cohencu_denorm_inv1_1xlen4.smt2,0
bae7c6d6-d978-44e0-88b4-b08d74b3e055,vampireZ3polymulOpt,solved,18,0.103,cohencu_denorm_inv1_2xlen1.smt2,0
3e36a2aa-8816-4127-b5f3-b255f69d5913,vampireZ3polymulOpt,solved,68,0.403,cohencu_denorm_inv1_2xlen2.smt2,0
fdad9c27-1a5a-4ade-abe8-c988355e6919,vampireZ3polymulOpt,solved,113,0.604,cohencu_denorm_inv1_2xlen3.smt2,0
f47392ab-2fe2-44e4-9a04-45d42b5513e5,vampireZ3polymulOpt,solved,33,0.078,cohencu_denorm_inv1_3xlen1.smt2,0
f5cf3c6b-3207-4761-9ef4-fb8d1a2d9411,vampireZ3polymulOpt,solved,111,0.598,cohencu_denorm_inv1_3xlen2.smt2,0
17bca7d0-817d-4361-93b4-d0024373bfcb,vampireZ3polymulOpt,solved,33,0.08,cohencu_denorm_inv1_4xlen1.smt2,0
4d673926-9dc3-4444-bbb3-ed8812b7c83a,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv2_1xlen1.smt2,-1
4b0079cf-90b6-4838-9021-0dec8b718b03,vampireZ3polymulOpt,solved,43,0.335,cohencu_denorm_inv2_1xlen2.smt2,0
81581885-8f35-4bb8-9680-f56a6f2d0620,vampireZ3polymulOpt,solved,69,0.39,cohencu_denorm_inv2_1xlen3.smt2,0
f35626da-2614-43ff-8623-5449464eeefb,vampireZ3polymulOpt,solved,101,0.539,cohencu_denorm_inv2_1xlen4.smt2,0
46f6650c-8574-4396-a4e9-d0ce5987d979,vampireZ3polymulOpt,solved,66,0.411,cohencu_denorm_inv2_2xlen1.smt2,0
1f3061bf-ea1c-499e-927e-c896aefbcee2,vampireZ3polymulOpt,solved,9,0.081,cohencu_denorm_inv2_2xlen2.smt2,1
1ca80c34-59d1-4ed5-81fe-37418ac6e986,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv2_2xlen3.smt2,-1
4cf34717-9bb4-4fed-87af-70a966abe62d,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv2_3xlen1.smt2,-1
b06e6902-28ce-46a5-82b3-d527e0bfe7cb,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv2_3xlen2.smt2,-1
25e44853-f209-46f9-afa8-f3e8598a84f1,vampireZ3polymulOpt,solved,73,0.557,cohencu_denorm_inv2_4xlen1.smt2,0
1ccff743-310d-403a-857e-1fc271561403,vampireZ3polymulOpt,solved,67,0.381,cohencu_denorm_inv3_1xlen1.smt2,0
792748ed-b52f-4fb2-9e66-136cd347422d,vampireZ3polymulOpt,solved,103,0.521,cohencu_denorm_inv3_1xlen2.smt2,0
fc464a07-b52d-45a7-9595-85ed54e02f07,vampireZ3polymulOpt,solved,125,0.325,cohencu_denorm_inv3_1xlen3.smt2,0
cb325bbd-c266-49aa-895a-ee48c31c5167,vampireZ3polymulOpt,solved,33,0.084,cohencu_denorm_inv3_1xlen4.smt2,0
859900e1-c805-440a-b872-15a95bef1aeb,vampireZ3polymulOpt,solved,110,0.602,cohencu_denorm_inv3_2xlen1.smt2,0
a11c7a31-5d6a-4e27-ab1d-846b215ffe8a,vampireZ3polymulOpt,solved,112,0.574,cohencu_denorm_inv3_2xlen2.smt2,0
e44d17ee-3721-4619-ad61-2bfd455ada6d,vampireZ3polymulOpt,solved,177,0.897,cohencu_denorm_inv3_2xlen3.smt2,0
5d74db87-6351-4810-95ac-5c2ace955e45,vampireZ3polymulOpt,solved,132,0.377,cohencu_denorm_inv3_3xlen1.smt2,0
3402b10a-2e4f-4177-9593-6f623d139082,vampireZ3polymulOpt,solved,180,0.932,cohencu_denorm_inv3_3xlen2.smt2,0
ff1443ed-fa17-494a-b1d5-a632ac3c496f,vampireZ3polymulOpt,solved,125,0.352,cohencu_denorm_inv3_4xlen1.smt2,0
4544a0c7-d83d-4e9d-8823-af35a468a621,vampireZ3polymulOpt,solved,33,2.099,cohencu_denorm_inv4_1xlen1.smt2,0
459e15c5-ede0-4cc8-bf4c-aba29a219e8e,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_1xlen2.smt2,-1
144a4687-eb21-46ad-9d1e-026f1609d1e4,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_1xlen3.smt2,-1
3d241589-42ed-40ca-bcf2-ae917c73e45c,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_1xlen4.smt2,-1
4d324b84-3f32-4f15-bd1f-ec93db47633e,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_2xlen1.smt2,-1
02599de0-6768-49bc-a3e9-91465f4c6bf9,vampireZ3polymulOpt,solved,10,0.094,cohencu_denorm_inv4_2xlen2.smt2,1
d7958bb7-3afe-473c-8363-560d745ab790,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_2xlen3.smt2,-1
ce6b3ff1-c58e-4159-8090-dc64ec2e026b,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_3xlen1.smt2,-1
70362bd7-dc59-4a2c-bf56-2ab253e5ce63,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_3xlen2.smt2,-1
f816e25c-2c20-4083-8581-88dc48d38ac1,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv4_4xlen1.smt2,-1
7179a77a-71b1-4d01-94ad-93ff3890329b,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_1xlen1.smt2,-1
923ac7f7-4c4e-453f-9898-e795de9b0282,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_1xlen2.smt2,-1
f6e15893-32b8-485b-bc45-6aec60a3fed4,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_1xlen3.smt2,-1
5b353fff-95a1-4eb5-b034-58b242667eb8,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_1xlen4.smt2,-1
3a6878e2-424a-4a63-8367-e124a1e89f98,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_2xlen1.smt2,-1
68c7685a-e11c-4859-ada2-ef064b169d87,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_2xlen2.smt2,-1
9e64174e-e739-4d91-9f9a-c01010ccec62,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_2xlen3.smt2,-1
99110c29-365d-4756-95b9-5b51d391b630,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_3xlen1.smt2,-1
323ba70a-698d-4770-9efd-df5a477f80b2,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_3xlen2.smt2,-1
6991acb5-7968-4387-a9f4-0326ae9bba20,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv5_4xlen1.smt2,-1
11dbc5de-c2df-4eda-ba77-13dfbc7f0b37,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_1xlen1.smt2,-1
57beb87f-6fbf-4bc3-86ae-420e350be93a,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_1xlen2.smt2,-1
b686554d-0514-4428-b74d-dafa72c6aafa,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_1xlen3.smt2,-1
578aacb6-ef34-4155-9e12-9a66491abff2,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_1xlen4.smt2,-1
3477f43d-58ee-42f4-a636-ba81d1c1a742,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_2xlen1.smt2,-1
17d6a9a5-98c5-40f7-bd63-64f2c3d3b594,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_2xlen2.smt2,-1
f189b6de-d117-4a03-a156-9f8a643b3c87,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_2xlen3.smt2,-1
3d851693-4148-4b3c-b949-ae0b46784480,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_3xlen1.smt2,-1
20a9c9df-e6b5-4a18-8d22-a0486c04de9d,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_3xlen2.smt2,-1
d907f357-e964-473c-98dc-d0c35dc6c991,vampireZ3polymulOpt,unsolved,-1,300,cohencu_denorm_inv6_4xlen1.smt2,-1
5fc1c9f4-1a50-4355-8b99-89c4153b24d0,z3,solved,506,0.05,cohencu_denorm_inv1_1xlen1.smt2,-1
d6a62e27-0acd-4278-a632-cc57b9cbe142,z3,solved,528,0.02,cohencu_denorm_inv1_1xlen2.smt2,-1
de742b86-4636-4d6b-befb-946a2d835c5d,z3,solved,549,0.02,cohencu_denorm_inv1_1xlen3.smt2,-1
6072890c-4548-495e-ac49-a9269caaa2e4,z3,solved,586,0.02,cohencu_denorm_inv1_1xlen4.smt2,-1
15a5ecf6-780d-4b57-99bd-e763e77e8902,z3,solved,519,0.02,cohencu_denorm_inv1_2xlen1.smt2,-1
b55a6ba8-de0d-4d38-a197-f9d1a0aeb065,z3,solved,584,0.02,cohencu_denorm_inv1_2xlen2.smt2,-1
f8b20bcc-ec61-447f-a783-9d16a98f404a,z3,solved,586,0.02,cohencu_denorm_inv1_2xlen3.smt2,-1
c590f7fd-8c6d-4ee5-aa72-d1b36b02ea4c,z3,solved,519,0.02,cohencu_denorm_inv1_3xlen1.smt2,-1
89d000c4-367b-48fa-9af7-b58623fbe11e,z3,solved,600,0.02,cohencu_denorm_inv1_3xlen2.smt2,-1
4723278f-8cf4-4941-a569-9e7c8003fdc2,z3,solved,517,0.02,cohencu_denorm_inv1_4xlen1.smt2,-1
05bdf1ea-c68b-4f0c-a008-1efe8c49c3eb,z3,solved,492,0.02,cohencu_denorm_inv2_1xlen1.smt2,-1
da4161b7-468d-4e3b-8fa4-ed9ff6fb583d,z3,solved,504,0.02,cohencu_denorm_inv2_1xlen2.smt2,-1
0e0c9a63-8a26-4d5d-876c-11f967271a3c,z3,solved,560,0.02,cohencu_denorm_inv2_1xlen3.smt2,-1
a23b251a-09fe-4f80-a315-b2ccd2562913,z3,solved,535,0.02,cohencu_denorm_inv2_1xlen4.smt2,-1
3ba99d0e-41d4-4e80-ac36-4258a5535685,z3,solved,517,0.02,cohencu_denorm_inv2_2xlen1.smt2,-1
52b0bb1b-b54c-419e-84e2-23b390042e34,z3,solved,623,0.15,cohencu_denorm_inv2_2xlen2.smt2,-1
9f2d54e2-fb94-445c-8e43-4a64bea980d0,z3,solved,531,0.02,cohencu_denorm_inv2_2xlen3.smt2,-1
80478b46-fabb-41d6-8303-d744a12b0977,z3,solved,502,0.02,cohencu_denorm_inv2_3xlen1.smt2,-1
03190a5f-8541-4706-8467-66c9f1989498,z3,solved,589,0.02,cohencu_denorm_inv2_3xlen2.smt2,-1
9bf682b7-274c-400f-82be-f89d7b6c5ab6,z3,solved,504,0.02,cohencu_denorm_inv2_4xlen1.smt2,-1
35520c90-306c-4488-8f8f-8dbe6cf0eccd,z3,solved,546,0.02,cohencu_denorm_inv3_1xlen1.smt2,-1
d6ff7831-c193-4e67-9429-a090da560e73,z3,solved,554,0.02,cohencu_denorm_inv3_1xlen2.smt2,-1
7641ec21-b211-480c-8b5f-278992dc2d7c,z3,solved,590,0.02,cohencu_denorm_inv3_1xlen3.smt2,-1
0f295a6a-0f15-49dd-946a-a40f3809f173,z3,solved,547,0.02,cohencu_denorm_inv3_1xlen4.smt2,-1
cd8d1308-90a8-454b-a94c-8491c11a5561,z3,solved,560,0.02,cohencu_denorm_inv3_2xlen1.smt2,-1
120a3b53-b3fa-4426-9a42-e40fe65b6bcd,z3,solved,580,0.02,cohencu_denorm_inv3_2xlen2.smt2,-1
7ab5278a-b2af-493f-bcd1-25b508cbe72a,z3,solved,610,0.02,cohencu_denorm_inv3_2xlen3.smt2,-1
140ecfa2-e52c-4d86-80c3-d7c701c562a6,z3,solved,561,0.02,cohencu_denorm_inv3_3xlen1.smt2,-1
8e055c8a-e8a4-433b-95e1-0ad83a1926ff,z3,solved,608,0.02,cohencu_denorm_inv3_3xlen2.smt2,-1
